productId,productName,stockCode,stockUnit,createdDate,releaseDate,productJson,productStateId,barcode,flagStockOption,stockLimitId,productSizeId,description,shortDescription,flagPriceOption,productContent,productTypeId,metaId,importName,taxId,serialNo,productBranchId,companyId,productId,stokQuantity,taxTotal,itemPrice,regularPrice,saleFlag,oldPrice,flagStockManage,saleTag,flagStockOnline,flagOnStock,flagActive,flagLock,currencyId,purchasePrice
239880,"ZUBİZ GELİBOLU 33 CL CAM",8690131923775,1,"2024/07/06 21:50:48,177","2024/07/06 21:50:48,177",,3,8690131923775,false,69800,,,,,,1,,"ZUBİZ GELİBOLU 33 CL CAM",,,240647,2251,239880,10,0,10,10,false,10,true,,,false,,,1,
239879,"AVŞAR FANTA 33 CL",8690520580742,1,"2024/07/06 20:52:59,807","2024/07/06 21:10:38,460",,3,8690520580742,false,69799,,,,,,1,,"AVŞAR FANTA 33 CL",,,240646,2251,239879,10,0,15,15,false,15,true,,,false,,,1,
239878,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 20:51:28,660","2024/07/06 21:08:26,870",,3,8694580140075,false,69798,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240645,2251,239878,10,0,17,17,false,17,true,,,false,,,1,
239877,"VİVİDENT PROSAFT NANE",86805999,1,"2024/07/06 20:50:56,743","2024/07/06 21:13:28,230",,3,86805999,false,69797,,,,,,1,,"VİVİDENT PROSAFT NANE",,,240644,2251,239877,0,0,28,28,false,28,true,,,false,,,1,
239876,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 20:47:14,047","2024/07/06 21:12:33,737",,3,8694579276200,false,69796,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240643,2251,239876,0,0,16,16,false,16,true,,,false,,,1,
239875,"ÇİFTLİK YOGURT 1 KG",8694580150395,1,"2024/07/06 20:45:44,660","2024/07/06 21:08:35,313",,3,8694580150395,false,69795,,,,,,1,,"ÇİFTLİK YOGURT 1 KG",,,240642,2251,239875,0,0,30,30,false,30,true,,,false,,,1,
239874,"ÇİFTLİK SÜT 1 LİTRE",8694580150357,1,"2024/07/06 20:44:52,517","2024/07/06 20:55:55,750",,3,8694580150357,false,69794,,,,,,1,,"ÇİFTLİK SÜT 1 LİTRE",,,240641,2251,239874,0,0,20,20,false,20,true,,,false,,,1,
239873,"AVŞAR FANTA 50 CL CAM",8690520580897,1,"2024/07/06 18:32:50,407","2024/07/06 18:32:50,407",,3,8690520580897,false,69793,,,,,,1,,"AVŞAR FANTA 50 CL CAM",,,240640,2251,239873,8,0,20,20,false,20,true,,,false,,,1,
239872,"ZUBİZ BİRA 33 CL CAM",8690131923782,1,"2024/07/06 18:32:43,080","2024/07/06 18:32:43,080",,3,8690131923782,false,69792,,,,,,1,,"ZUBİZ BİRA 33 CL CAM",,,240639,2251,239872,8,0,22,22,false,22,true,,,false,,,1,
239871,"ZUBİZ GELİBOLU 33 CL CAM",8690131923775,1,"2024/07/06 18:32:43,070","2024/07/06 18:32:43,070",,3,8690131923775,false,69791,,,,,,1,,"ZUBİZ GELİBOLU 33 CL CAM",,,240638,2251,239871,9,0,12,12,false,12,true,,,false,,,1,
239870,"ZUBİZ BİRA 50 CL CAM",8690131923799,1,"2024/07/06 18:32:42,997","2024/07/06 18:32:42,997",,3,8690131923799,false,69790,,,,,,1,,"ZUBİZ BİRA 50 CL CAM",,,240637,2251,239870,9,0,20,20,false,20,true,,,false,,,1,
239869,"ZUBİZ BİRA 33 CL CAM",8690131923775,1,"2024/07/06 18:32:42,990","2024/07/06 18:32:42,990",,3,8690131923775,false,69789,,,,,,1,,"ZUBİZ BİRA 33 CL CAM",,,240636,2251,239869,11,0,20,20,false,20,true,,,false,,,1,
239868,"VİVİDENT ALOE VERA",80763455,1,"2024/07/06 18:32:30,250","2024/07/06 18:32:30,250",,3,80763455,false,69788,,,,,,1,,"VİVİDENT ALOE VERA",,,240635,2251,239868,12,0,26,26,false,26,true,,,false,,,1,
239867,"ÇİFTLİK YOGURT 500 GR",8694580150388,1,"2024/07/06 18:31:53,640","2024/07/06 18:31:53,640",,3,8694580150388,false,69787,,,,,,1,,"ÇİFTLİK YOGURT 500 GR",,,240634,2251,239867,13,0,15,15,false,15,true,,,false,,,1,
239866,"FİYAT ETİKETİ 38*19 MM",222,1,"2024/07/06 18:31:19,070","2024/07/06 18:31:19,070",,3,222,false,69786,,,,,,1,,"FİYAT ETİKETİ 38*19 MM",,,240633,2251,239866,6,0,20,20,false,20,true,,,false,,,1,
239865,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 18:25:56,067","2024/07/06 18:25:56,067",,3,8694579276200,false,69785,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240632,2251,239865,14,0,16,16,false,16,true,,,false,,,1,
239864,"ZUBİZ GELİBOLU 33 CL CAM",8690131923775,1,"2024/07/06 18:21:59,497","2024/07/06 18:21:59,497",,3,8690131923775,false,69784,,,,,,1,,"ZUBİZ GELİBOLU 33 CL CAM",,,240631,2251,239864,0,0,10,10,false,10,true,,,false,,,1,
239863,"ZUBİZ BİRA 33 CL CAM",8690131923775,1,"2024/07/06 18:18:58,417","2024/07/06 18:18:58,417",,3,8690131923775,false,69783,,,,,,1,,"ZUBİZ BİRA 33 CL CAM",,,240630,2251,239863,0,0,18,18,false,18,true,,,false,,,1,
239862,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 18:15:16,063","2024/07/06 18:15:16,063",,3,8694580140075,false,69782,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240629,2251,239862,0,0,15,15,false,15,true,,,false,,,1,
239861,"VİVİDENT ALOE VERA",80763455,1,"2024/07/06 18:15:16,060","2024/07/06 18:15:16,060",,3,80763455,false,69781,,,,,,1,,"VİVİDENT ALOE VERA",,,240628,2251,239861,0,0,20,20,false,20,true,,,false,,,1,
239860,"AVŞAR FANTA 33 CL",8690520580742,1,"2024/07/06 18:14:40,143","2024/07/06 18:14:40,143",,3,8690520580742,false,69780,,,,,,1,,"AVŞAR FANTA 33 CL",,,240627,2251,239860,0,0,12,12,false,12,true,,,false,,,1,
239859,"VİVİDENT KLASİK NANELİ",80959600,1,"2024/07/06 18:14:39,880","2024/07/06 18:14:39,880",,3,80959600,false,69779,,,,,,1,,"VİVİDENT KLASİK NANELİ",,,240626,2251,239859,0,0,12,12,false,12,true,,,false,,,1,
239858,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 18:14:39,170","2024/07/06 18:14:39,170",,3,8694580140075,false,69778,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240625,2251,239858,0,0,12,12,false,12,true,,,false,,,1,
239857,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 18:13:29,143","2024/07/06 18:13:29,143",,3,8694579276200,false,69777,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240624,2251,239857,0,0,10,10,false,10,true,,,false,,,1,
239856,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 18:12:38,363","2024/07/06 18:12:38,363",,3,8694579276200,false,69776,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240623,2251,239856,0,0,18,18,false,18,true,,,false,,,1,
239855,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 18:12:37,650","2024/07/06 18:12:37,650",,3,8694579276200,false,69775,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240622,2251,239855,0,0,16,16,false,16,true,,,false,,,1,
239854,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 18:12:37,023","2024/07/06 18:12:37,023",,3,8694580140075,false,69774,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240621,2251,239854,0,0,20,20,false,20,true,,,false,,,1,
239853,"VİVİDENT ALOE VERA",80763455,1,"2024/07/06 18:12:36,870","2024/07/06 18:12:36,870",,3,80763455,false,69773,,,,,,1,,"VİVİDENT ALOE VERA",,,240620,2251,239853,0,0,10,10,false,10,true,,,false,,,1,
239852,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 18:10:38,733","2024/07/06 18:10:38,733",,3,8694580140075,false,69772,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240619,2251,239852,0,0,20,20,false,20,true,,,false,,,1,
239851,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 18:09:27,927","2024/07/06 18:09:27,927",,3,8694579276200,false,69771,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240618,2251,239851,0,0,14,14,false,14,true,,,false,,,1,
239850,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 18:06:40,297","2024/07/06 18:06:40,297",,3,8694580140075,false,69770,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240617,2251,239850,0,0,16,16,false,16,true,,,false,,,1,
239849,"ÇİFTLİK SÜT 1 LİTRE",8694580150357,1,"2024/07/06 18:05:58,660","2024/07/06 18:05:58,660",,3,8694580150357,false,69769,,,,,,1,,"ÇİFTLİK SÜT 1 LİTRE",,,240616,2251,239849,0,0,17,17,false,17,true,,,false,,,1,
239848,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 18:05:10,053","2024/07/06 18:05:10,053",,3,8694579276200,false,69768,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240615,2251,239848,0,0,18,18,false,18,true,,,false,,,1,
239847,"VİVİDENT PROSAFT NANE",86805999,1,"2024/07/06 18:04:05,963","2024/07/06 18:04:05,963",,3,86805999,false,69767,,,,,,1,,"VİVİDENT PROSAFT NANE",,,240614,2251,239847,0,0,20,20,false,20,true,,,false,,,1,
239846,"AVŞAR FANTA 50 CL CAM",8690520580897,1,"2024/07/06 18:04:05,963","2024/07/06 18:04:05,963",,3,8690520580897,false,69766,,,,,,1,,"AVŞAR FANTA 50 CL CAM",,,240613,2251,239846,0,0,20,20,false,20,true,,,false,,,1,
239845,"ÇİFTLİK YOGURT 500 GR",8694580150388,1,"2024/07/06 18:04:05,963","2024/07/06 18:04:05,963",,3,8694580150388,false,69765,,,,,,1,,"ÇİFTLİK YOGURT 500 GR",,,240612,2251,239845,0,0,15,15,false,15,true,,,false,,,1,
239844,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 18:03:29,793","2024/07/06 18:03:29,793",,3,8694580140075,false,69764,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240611,2251,239844,0,0,16,16,false,16,true,,,false,,,1,
239843,"ÇİFTLİK YOGURT 1 KG",8694580150395,1,"2024/07/06 18:02:41,693","2024/07/06 18:02:41,693",,3,8694580150395,false,69763,,,,,,1,,"ÇİFTLİK YOGURT 1 KG",,,240610,2251,239843,0,0,27,27,false,27,true,,,false,,,1,
239842,"ÇİFTLİK YOGURT 500 GR",8694580150388,1,"2024/07/06 18:01:53,893","2024/07/06 18:01:53,893",,3,8694580150388,false,69762,,,,,,1,,"ÇİFTLİK YOGURT 500 GR",,,240609,2251,239842,0,0,14,14,false,14,true,,,false,,,1,
239841,"ZUBİZ BİRA 33 CL CAM",8690131923775,1,"2024/07/06 18:01:53,803","2024/07/06 18:01:53,803",,3,8690131923775,false,69761,,,,,,1,,"ZUBİZ BİRA 33 CL CAM",,,240608,2251,239841,0,0,12,12,false,12,true,,,false,,,1,
239840,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 18:01:20,663","2024/07/06 18:01:20,663",,3,8694579276200,false,69760,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240607,2251,239840,0,0,20,20,false,20,true,,,false,,,1,
239839,"ZUBİZ GELİBOLU 33 CL CAM",8690131923775,1,"2024/07/06 18:00:54,983","2024/07/06 18:00:54,983",,3,8690131923775,false,69759,,,,,,1,,"ZUBİZ GELİBOLU 33 CL CAM",,,240606,2251,239839,0,0,12,12,false,12,true,,,false,,,1,
239838,"ZUBİZ BİRA 50 CL CAM",8690131923799,1,"2024/07/06 18:00:54,970","2024/07/06 18:00:54,970",,3,8690131923799,false,69758,,,,,,1,,"ZUBİZ BİRA 50 CL CAM",,,240605,2251,239838,0,0,20,20,false,20,true,,,false,,,1,
239837,"VİVİDENT KLASİK NANELİ",80959600,1,"2024/07/06 18:00:54,967","2024/07/06 18:00:54,967",,3,80959600,false,69757,,,,,,1,,"VİVİDENT KLASİK NANELİ",,,240604,2251,239837,0,0,8,8,false,8,true,,,false,,,1,
239836,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 18:00:54,957","2024/07/06 18:00:54,957",,3,8694580140075,false,69756,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240603,2251,239836,0,0,20,20,false,20,true,,,false,,,1,
239835,"AVŞAR FANTA 33 CL",8690520580742,1,"2024/07/06 18:00:54,943","2024/07/06 18:00:54,943",,3,8690520580742,false,69755,,,,,,1,,"AVŞAR FANTA 33 CL",,,240602,2251,239835,0,0,12,12,false,12,true,,,false,,,1,
239833,"ÇİFTLİK YOGURT 500 GR",8694580150388,1,"2024/07/06 17:59:32,667","2024/07/06 17:59:32,667",,3,8694580150388,false,69753,,,,,,1,,"ÇİFTLİK YOGURT 500 GR",,,240600,2251,239833,0,0,15,15,false,15,true,,,false,,,1,
239832,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 17:59:32,647","2024/07/06 17:59:32,647",,3,8694579276200,false,69752,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240599,2251,239832,0,0,20,20,false,20,true,,,false,,,1,
239831,"ÇİFTLİK YOGURT 500 GR",8694580150388,1,"2024/07/06 17:59:32,633","2024/07/06 17:59:32,633",,3,8694580150388,false,69751,,,,,,1,,"ÇİFTLİK YOGURT 500 GR",,,240598,2251,239831,0,0,12,12,false,12,true,,,false,,,1,
239830,"AVŞAR FANTA 33 CL",8690520580742,1,"2024/07/06 17:59:32,623","2024/07/06 17:59:32,623",,3,8690520580742,false,69750,,,,,,1,,"AVŞAR FANTA 33 CL",,,240597,2251,239830,0,0,20,20,false,20,true,,,false,,,1,
239829,"ZUBİZ BİRA 33 CL CAM",8690131923775,1,"2024/07/06 17:59:32,610","2024/07/06 17:59:32,610",,3,8690131923775,false,69749,,,,,,1,,"ZUBİZ BİRA 33 CL CAM",,,240596,2251,239829,0,0,10,10,false,10,true,,,false,,,1,
239828,"AVŞAR FANTA 33 CL",8690520580742,1,"2024/07/06 17:58:48,930","2024/07/06 17:58:48,930",,3,8690520580742,false,69748,,,,,,1,,"AVŞAR FANTA 33 CL",,,240595,2251,239828,0,0,12,12,false,12,true,,,false,,,1,
239827,"AVŞAR FANTA 33 CL",8690520580742,1,"2024/07/06 17:58:48,920","2024/07/06 17:58:48,920",,3,8690520580742,false,69747,,,,,,1,,"AVŞAR FANTA 33 CL",,,240594,2251,239827,0,0,12,12,false,12,true,,,false,,,1,
239826,"ZUBİZ BİRA 50 CL CAM",8690131923799,1,"2024/07/06 17:58:48,913","2024/07/06 17:58:48,913",,3,8690131923799,false,69746,,,,,,1,,"ZUBİZ BİRA 50 CL CAM",,,240593,2251,239826,0,0,20,20,false,20,true,,,false,,,1,
239825,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 17:58:48,900","2024/07/06 17:58:48,900",,3,8694579276200,false,69745,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240592,2251,239825,0,0,10,10,false,10,true,,,false,,,1,
239824,"ZUBİZ BİRA 33 CL CAM",8690131923775,1,"2024/07/06 17:58:48,893","2024/07/06 17:58:48,893",,3,8690131923775,false,69744,,,,,,1,,"ZUBİZ BİRA 33 CL CAM",,,240591,2251,239824,0,0,15,15,false,15,true,,,false,,,1,
239823,"ZUBİZ GELİBOLU 33 CL CAM",8690131923775,1,"2024/07/06 17:58:48,880","2024/07/06 17:58:48,880",,3,8690131923775,false,69743,,,,,,1,,"ZUBİZ GELİBOLU 33 CL CAM",,,240590,2251,239823,0,0,20,20,false,20,true,,,false,,,1,
239822,"AVŞAR FANTA 33 CL",8690520580742,1,"2024/07/06 17:58:48,877","2024/07/06 17:58:48,877",,3,8690520580742,false,69742,,,,,,1,,"AVŞAR FANTA 33 CL",,,240589,2251,239822,0,0,12,12,false,12,true,,,false,,,1,
239821,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 17:58:48,873","2024/07/06 17:58:48,873",,3,8694580140075,false,69741,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240588,2251,239821,0,0,10,10,false,10,true,,,false,,,1,
239820,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 17:58:48,863","2024/07/06 17:58:48,863",,3,8694580140075,false,69740,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240587,2251,239820,0,0,10,10,false,10,true,,,false,,,1,
239819,"DİYARBEKİR SÜT 1 LİTRE",8694580140075,1,"2024/07/06 17:58:48,847","2024/07/06 17:58:48,847",,3,8694580140075,false,69739,,,,,,1,,"DİYARBEKİR SÜT 1 LİTRE",,,240586,2251,239819,0,0,10,10,false,10,true,,,false,,,1,
239818,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 17:58:48,837","2024/07/06 17:58:48,837",,3,8694579276200,false,69738,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240585,2251,239818,0,0,15,15,false,15,true,,,false,,,1,
239817,"ZUBİZ BİRA 33 CL CAM",8690131923775,1,"2024/07/06 17:58:48,827","2024/07/06 17:58:48,827",,3,8690131923775,false,69737,,,,,,1,,"ZUBİZ BİRA 33 CL CAM",,,240584,2251,239817,0,0,12,12,false,12,true,,,false,,,1,
239816,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 17:58:48,817","2024/07/06 17:58:48,817",,3,8694579276200,false,69736,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240583,2251,239816,0,0,12,12,false,12,true,,,false,,,1,
239815,"VİVİDENT ALOE VERA",80763455,1,"2024/07/06 17:58:48,803","2024/07/06 17:58:48,803",,3,80763455,false,69735,,,,,,1,,"VİVİDENT ALOE VERA",,,240582,2251,239815,0,0,20,20,false,20,true,,,false,,,1,
239814,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 17:58:48,787","2024/07/06 17:58:48,787",,3,8694579276200,false,69734,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240581,2251,239814,0,0,14,14,false,14,true,,,false,,,1,
239813,"VİVİDENT PROSAFT NANE",86805999,1,"2024/07/06 17:58:48,773","2024/07/06 17:58:48,773",,3,86805999,false,69733,,,,,,1,,"VİVİDENT PROSAFT NANE",,,240580,2251,239813,0,0,12,12,false,12,true,,,false,,,1,
239812,"ÇİFTLİK YOGURT 500 GR",8694580150388,1,"2024/07/06 17:58:48,757","2024/07/06 17:58:48,757",,3,8694580150388,false,69732,,,,,,1,,"ÇİFTLİK YOGURT 500 GR",,,240579,2251,239812,0,0,10,10,false,10,true,,,false,,,1,
239811,"VİVİDENT ALOE VERA",80763455,1,"2024/07/06 17:58:48,747","2024/07/06 17:58:48,747",,3,80763455,false,69731,,,,,,1,,"VİVİDENT ALOE VERA",,,240578,2251,239811,0,0,18,18,false,18,true,,,false,,,1,
239810,"ÇİFTLİK SÜT 1 LİTRE",8694580150357,1,"2024/07/06 17:58:48,733","2024/07/06 17:58:48,733",,3,8694580150357,false,69730,,,,,,1,,"ÇİFTLİK SÜT 1 LİTRE",,,240577,2251,239810,0,0,17,17,false,17,true,,,false,,,1,
239809,"VİVİDENT ALOE VERA",80763455,1,"2024/07/06 17:58:48,727","2024/07/06 17:58:48,727",,3,80763455,false,69729,,,,,,1,,"VİVİDENT ALOE VERA",,,240576,2251,239809,0,0,14,14,false,14,true,,,false,,,1,
239808,"ÇİFTLİK YOGURT 1 KG",8694580150395,1,"2024/07/06 17:58:48,723","2024/07/06 17:58:48,723",,3,8694580150395,false,69728,,,,,,1,,"ÇİFTLİK YOGURT 1 KG",,,240575,2251,239808,0,0,17,17,false,17,true,,,false,,,1,
239807,"ZUBİZ BİRA 33 CL CAM",8690131923775,1,"2024/07/06 17:58:48,717","2024/07/06 17:58:48,717",,3,8690131923775,false,69727,,,,,,1,,"ZUBİZ BİRA 33 CL CAM",,,240574,2251,239807,0,0,15,15,false,15,true,,,false,,,1,
239806,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 17:58:48,707","2024/07/06 17:58:48,707",,3,8694579276200,false,69726,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240573,2251,239806,0,0,10,10,false,10,true,,,false,,,1,
239805,"ÇİFTLİK SÜT 1 LİTRE",8694580150357,1,"2024/07/06 17:58:48,700","2024/07/06 17:58:48,700",,3,8694580150357,false,69725,,,,,,1,,"ÇİFTLİK SÜT 1 LİTRE",,,240572,2251,239805,0,0,17,17,false,17,true,,,false,,,1,
239804,"VİVİDENT PROSAFT NANE",86805999,1,"2024/07/06 17:58:48,693","2024/07/06 17:58:48,693",,3,86805999,false,69724,,,,,,1,,"VİVİDENT PROSAFT NANE",,,240571,2251,239804,0,0,10,10,false,10,true,,,false,,,1,
239803,"ZUBİZ BİRA 50 CL CAM",8690131923799,1,"2024/07/06 17:58:48,687","2024/07/06 17:58:48,687",,3,8690131923799,false,69723,,,,,,1,,"ZUBİZ BİRA 50 CL CAM",,,240570,2251,239803,0,0,12,12,false,12,true,,,false,,,1,
239802,"ALPA SÜT 1 LİTRE",8694579276200,1,"2024/07/06 17:58:48,673","2024/07/06 17:58:48,673",,3,8694579276200,false,69722,,,,,,1,,"ALPA SÜT 1 LİTRE",,,240569,2251,239802,0,0,20,20,false,20,true,,,false,,,1,
239801,"ÇİFTLİK YOGURT 1 KG",8694580150395,1,"2024/07/06 17:58:48,663","2024/07/06 17:58:48,663",,3,8694580150395,false,69721,,,,,,1,,"ÇİFTLİK YOGURT 1 KG",,,240568,2251,239801,0,0,10,10,false,10,true,,,false,,,1,
